TE,inside_ADC,inside_intercept,outside_ADC,outside_intercept
20.0,1.1102930729740916,-0.0017224341258953826,1.919660395669859,-5.390113880784671e-5
40.0,0.8275954499614312,-0.011844182222926509,1.9468917318331285,-0.007173041287574729
80.0,0.5385768145492718,-0.006549451178188709,1.9643330146401101,-0.012047199356017682
