TE,mesh_inside_ADC,mesh_inside_intercept,mesh_outside_ADC,mesh_outside_intercept,overlapping_inside_ADC,overlapping_inside_intercept,overlapping_outside_ADC,overlapping_outside_intercept
20.0,0.5725213496083291,-0.000781160439682472,0.9748412235607175,0.0002604544389594986,0.5336335517360681,-0.00025582372892896484,0.9701006529628222,-0.00034757179207912535
40.0,0.4085855919531564,-0.007534415151746512,0.9602610531716105,-0.0041765022979579946,0.44377819746926517,-0.0075446398617960465,0.9834073348883823,0.001327743061355756
80.0,0.2747507855895728,-0.0026740181125528752,0.9995549968058207,-0.0010043687477900678,0.41222592765325833,-0.0009209588984683956,0.9774763883418617,-0.0006750020067429922
