substrate_name,substrate_format,TE,direction_name,gradient_x,gradient_y,gradient_z,b,repeat,nspins,n_inside_spins,n_outside_spins,signal,normalized_signal,ln_S_over_S0,fitted_ln_S_over_S0
cell_soma_r19_one_branche_neurons_list_new,swc,40,x,1.0,0.0,0.0,0.0,1,258,258,742,258.0,1.0,0.0,-0.0025382110834295535
cell_soma_r19_one_branche_neurons_list_new,swc,40,x,1.0,0.0,0.0,0.5,1,258,258,742,176.26163430246612,0.6831846290793261,-0.38099013518106034,-0.37591371301420134
cell_soma_r19_one_branche_neurons_list_new,swc,40,x,1.0,0.0,0.0,1.0,1,258,258,742,122.26717154906457,0.47390376569404874,-0.7467510038615436,-0.7492892149449731
cell_soma_r19_one_branche_neurons_list_new,swc,40,y,0.0,1.0,0.0,0.0,1,258,258,742,258.0,1.0,0.0,-0.003808923850475543
cell_soma_r19_one_branche_neurons_list_new,swc,40,y,0.0,1.0,0.0,0.5,1,258,258,742,176.5943843963973,0.6844743581255709,-0.3791040956922352,-0.371486247991284
cell_soma_r19_one_branche_neurons_list_new,swc,40,y,0.0,1.0,0.0,1.0,1,258,258,742,123.66854180153284,0.4793354333392746,-0.7353546482816169,-0.7391635721320924
cell_soma_r19_one_branche_neurons_list_new,swc,40,z,0.0,0.0,1.0,0.0,1,258,258,742,258.0,1.0,0.0,-0.00043735339991923805
cell_soma_r19_one_branche_neurons_list_new,swc,40,z,0.0,0.0,1.0,0.5,1,258,258,742,181.14507727350366,0.7021127026104793,-0.35366134281312717,-0.35278663601328875
cell_soma_r19_one_branche_neurons_list_new,swc,40,z,0.0,0.0,1.0,1.0,1,258,258,742,127.51844485882995,0.49425753821251917,-0.704698565226739,-0.7051359186266583
