TE,overlapping_inside_ADC_fit,overlapping_inside_intercept_fit,overlapping_outside_ADC_fit,overlapping_outside_intercept_fit,outside_theory_ADC
40.0,0.8870276077661494,-0.008917173767118243,0.9820727997565107,0.0006892007556263502,1.0
80.0,0.8892402242529807,-0.0035816186335711803,1.008737143977369,0.0005052780249850862,1.0
120.0,0.9694890913530386,0.0023767816829023698,1.008711042001856,-0.0001738808045555566,1.0
